Date,Open,High,Low,Close,Adj Close,Volume
1/4/2021,539,540.7999877929688,515.0900268554688,522.8599853515625,522.8599853515625,4444400
1/5/2021,521.5499877929688,526.7800293,515.8900146484375,520.7999877929688,520.7999877929688,3133900
1/6/2021,511.9700012207031,513.0999755859375,499.5,500.4899902,500.4899902,5346200
1/7/2021,508.2799987792969,516.4400024414062,506.4200134277344,508.8900146484375,508.8900146484375,3686400
1/8/2021,511.30999755859375,513.2399902,504.5100098,510.3999938964844,510.3999938964844,2973900
1/11/2021,507.8399963378906,510.7300109863281,497.95001220703125,499.1000061035156,499.1000061035156,3806200
1/12/2021,500,501.0899963378906,485.6700134277344,494.25,494.25,5990400
1/13/2021,495.5,512.3499755859375,493.0100098,507.7900085449219,507.7900085449219,5032100
1/14/2021,507.3500061035156,514.5,499.5799865722656,500.8599853515625,500.8599853515625,4177400
1/15/2021,500,506.32000732421875,495.1000061035156,497.9800109863281,497.9800109863281,5895800
1/19/2021,501,509.25,493.5400085449219,501.7699890136719,501.7699890136719,12315800
1/20/2021,565.4199829101562,593.2899780273438,556.8599853515625,586.3400268554688,586.3400268554688,32637500
1/21/2021,582.4500122070312,588.75,570.4000244140625,579.8400268554688,579.8400268554688,11802100
1/22/2021,582.0999755859375,583.9899902,564.3499755859375,565.1699829101562,565.1699829101562,7550800
1/25/2021,567,569.75,548.6500244140625,556.7800293,556.7800293,7207300
1/26/2021,554.7299805,567.9899902,554.0599975585938,561.9299926757812,561.9299926757812,5023800
1/27/2021,550.7100219726562,556.4199829101562,515.7299805,523.2800293,523.2800293,8670300
1/28/2021,535.8800048828125,553.1500244140625,530.7399902,538.5999755859375,538.5999755859375,5969000
1/29/2021,538,541,530.1799926757812,532.3900146484375,532.3900146484375,4325300
2/1/2021,536.7899780273438,545.0599975585938,531.7299805,539.0399780273438,539.0399780273438,3547500
2/2/2021,542.0100098,555.4799805,538.9299926757812,548.1599731445312,548.1599731445312,3767600
2/3/2021,550.1699829101562,550.4799805,538.2399902,539.4500122070312,539.4500122070312,3172300
2/4/2021,539.8099975585938,559.4799805,537.5100098,552.1599731445312,552.1599731445312,5164500
2/5/2021,552.2600098,554.4400024414062,545.4799805,550.7899780273438,550.7899780273438,2376200
2/8/2021,555,555,543.7000122070312,547.9199829101562,547.9199829101562,2791700
2/9/2021,546,566,543,559.0700073242188,559.0700073242188,3703500
2/10/2021,562.5,566.6500244140625,553.4600219726562,563.5900268554688,563.5900268554688,3991300
2/11/2021,564.4400024414062,565.9299926757812,554.2199707,557.5900268554688,557.5900268554688,2730600
2/12/2021,556.9400024414062,561.25,550.8499755859375,556.5200195,556.5200195,2197100
2/16/2021,557.2899780273438,563.6300048828125,552.7299805,557.2800293,557.2800293,2624100
2/17/2021,550.9899902,555.25,543.0300293,551.3400268554688,551.3400268554688,2069600
2/18/2021,549,550,538.2299805,548.2199707,548.2199707,2456200
2/19/2021,548,548.9899902,538.8099975585938,540.2199707,540.2199707,2841500
2/22/2021,534.9899902,541.7899780273438,530.7899780273438,533.7800293,533.7800293,3078600
2/23/2021,525,548.5399780273438,518.2800293,546.1500244140625,546.1500244140625,4136500
2/24/2021,539.7999877929688,556.8499755859375,539.0700073242188,553.4099731445312,553.4099731445312,3245000
2/25/2021,550.2700195,556.4799805,535.75,546.7000122070312,546.7000122070312,4252900
2/26/2021,546.5100098,553.0900268554688,538,538.8499755859375,538.8499755859375,3755600
3/1/2021,545.5700073242188,552.1400146484375,542,550.6400146484375,550.6400146484375,3041400
3/2/2021,553.3400268554688,556.9899902,546.0200195,547.8200073242188,547.8200073242188,3042200
3/3/2021,545.9299926757812,548.0100098,517.8099975585938,520.7000122070312,520.7000122070312,5362400
3/4/2021,521.5,531.5,507.67999267578125,511.2900085449219,511.2900085449219,5034800
3/5/2021,511.9800109863281,517.7600098,498.7900085449219,516.3900146484375,516.3900146484375,5070000
3/8/2021,514.4600219726562,518.8400268554688,492.8500061035156,493.3299865722656,493.3299865722656,3981800
3/9/2021,507.30999755859375,513.1099853515625,503.82000732421875,506.44000244140625,506.44000244140625,3470000
3/10/2021,513.5,518.9699707,504.25,504.5400085449219,504.5400085449219,3771500
3/11/2021,512.2000122070312,530.2399902,510.7099914550781,523.0599975585938,523.0599975585938,4714500
3/12/2021,512.5,526.5100098,506.5899963378906,518.0200195,518.0200195,3981700
3/15/2021,516.3200073242188,520.7299805,508.0299987792969,520.25,520.25,3484300
3/16/2021,524.4699707,533.4199829101562,523.2100219726562,524.0300293,524.0300293,3238900
3/17/2021,522,528.3699951171875,514.2999877929688,524.4400024414062,524.4400024414062,2817400
3/18/2021,516.4000244140625,517.9000244140625,503.8500061035156,504.7900085449219,504.7900085449219,4094500
3/19/2021,504.9599914550781,513.1900024414062,501.6300048828125,512.1799926757812,512.1799926757812,4386400
3/22/2021,509.1300048828125,529.3099975585938,509.1300048828125,523.1099853515625,523.1099853515625,3360600
3/23/2021,529.8699951171875,543.1199951171875,529.4000244140625,535.0900268554688,535.0900268554688,5583500
3/24/2021,533.7800293,534.4199829101562,520,520.8099975585938,520.8099975585938,4102200
3/25/2021,516.9899902,518.5300293,497,502.8599853515625,502.8599853515625,4926800
3/26/2021,502.82000732421875,508.7200012207031,496.67999267578125,508.04998779296875,508.04998779296875,3467800
3/29/2021,505.6600036621094,518,504.3999938964844,513.9500122070312,513.9500122070312,3330000
3/30/2021,510.5100098,514.4099731445312,506.9100036621094,513.3900146484375,513.3900146484375,2418100
3/31/2021,515.6699829101562,528.1300048828125,515.4400024414062,521.6599731445312,521.6599731445312,3503100
4/1/2021,529.9299926757812,540.5,527.0300293,539.4199829101562,539.4199829101562,3938600
4/5/2021,540.0100098,542.8499755859375,529.2299805,540.6699829101562,540.6699829101562,3355900
4/6/2021,544.8099975585938,554.1699829101562,543.2999877929688,544.5300293,544.5300293,3474200
4/7/2021,543.5,549.6400146484375,541.4500122070312,546.9899902,546.9899902,2151300
4/8/2021,551.1300048828125,556.9000244140625,547.5700073242188,554.5800170898438,554.5800170898438,4309800
4/9/2021,552.6900024414062,556.9000244140625,547.1099853515625,555.3099975585938,555.3099975585938,2894000
4/12/2021,551.0499877929688,557.9799805,549.5800170898438,552.7800293,552.7800293,2944100
4/13/2021,557,559.75,550.2999877929688,553.7299805,553.7299805,2720300
4/14/2021,554.8699951171875,554.8699951171875,538.5300293,540.0200195,540.0200195,3740300
4/15/2021,544.1699829101562,553.4899902,542.6599731445312,549.2199707,549.2199707,3139100
4/16/2021,550.5399780273438,551.9799805,539.5100098,546.5399780273438,546.5399780273438,3209100
4/19/2021,546.9000244140625,556.4400024414062,545.5300293,554.4400024414062,554.4400024414062,4288700
4/20/2021,554.4199829101562,563.5599975585938,546.2999877929688,549.5700073242188,549.5700073242188,11257600
4/21/2021,508,515.4600219726562,503.6000061035156,508.8999938964844,508.8999938964844,22897400
4/22/2021,513.8200073242188,513.9600219726562,500.54998779296875,508.7799987792969,508.7799987792969,9061100
4/23/2021,509.0100098,509.70001220703125,500.70001220703125,505.54998779296875,505.54998779296875,7307700
4/26/2021,506.7600098,510.4800109863281,503,510.29998779296875,510.29998779296875,4388800
4/27/2021,512.6199951171875,512.9899902,504.5799865722656,505.54998779296875,505.54998779296875,3761300
4/28/2021,505.20001220703125,508.3999938964844,503.3399963378906,506.5199890136719,506.5199890136719,3193000
4/29/2021,507.6000061035156,509.2900085449219,499,509,509,5127800
4/30/2021,505,514.5499877929688,505,513.4699707,513.4699707,4413200
5/3/2021,512.6500244140625,518.9500122070312,505.20001220703125,509.1099853515625,509.1099853515625,4091900
5/4/2021,510.7799987792969,511.6300048828125,496.7900085449219,503.17999267578125,503.17999267578125,4349500
5/5/2021,504.9899902,507.7799987792969,494.6300048828125,496.0799865722656,496.0799865722656,3129400
5/6/2021,495.9899902,499.54998779296875,491.3699951171875,499.54998779296875,499.54998779296875,3783700
5/7/2021,504.6199951171875,508.54998779296875,501.1199951171875,503.8399963378906,503.8399963378906,3132800
5/10/2021,502,503.1499938964844,486.1099853515625,486.69000244140625,486.69000244140625,5131600
5/11/2021,479.75,497.9899902,478.6300048828125,495.0799865722656,495.0799865722656,4401000
5/12/2021,486.8299865722656,493.5400085449219,482.70001220703125,484.9800109863281,484.9800109863281,4121500
5/13/2021,489.1300048828125,490.7799987792969,482.7099914550781,486.6600036621094,486.6600036621094,2712500
5/14/2021,487.8599853515625,494.8500061035156,486.5899963378906,493.3699951171875,493.3699951171875,2882500
5/17/2021,485.5899963378906,492.7099914550781,482.80999755859375,488.94000244140625,488.94000244140625,2705200
5/18/2021,488.3999938964844,493.4800109863281,486.19000244140625,486.2799987792969,486.2799987792969,2350500
5/19/2021,481.6300048828125,488.57000732421875,478.5400085449219,487.70001220703125,487.70001220703125,3349900
5/20/2021,489.54998779296875,502.70001220703125,488.9800109863281,501.6700134277344,501.6700134277344,3721200
5/21/2021,503.1199951171875,505.3999938964844,497.2600098,497.8900146484375,497.8900146484375,3322900
5/24/2021,501.04998779296875,504.25,499.5100098,502.8999938964844,502.8999938964844,2412600
5/25/2021,506,506.3699951171875,499.2200012207031,501.3399963378906,501.3399963378906,2699500
5/26/2021,502.3399963378906,504.1400146484375,500.5,502.3599853515625,502.3599853515625,2465300
5/27/2021,501.79998779296875,505.1000061035156,498.5400085449219,503.8599853515625,503.8599853515625,3253800
5/28/2021,504.3999938964844,511.7600098,502.5299987792969,502.80999755859375,502.80999755859375,2910300
6/1/2021,504.0100098,505.4100036621094,497.7399902,499.0799865722656,499.0799865722656,2482600
6/2/2021,499.82000732421875,503.2200012207031,495.82000732421875,499.2399902,499.2399902,2269000
6/3/2021,495.19000244140625,496.6600036621094,487.25,489.42999267578125,489.42999267578125,3887400
6/4/2021,492,501.8599853515625,490.95001220703125,494.7399902,494.7399902,3160500
6/7/2021,492.9200134277344,496.70001220703125,490.54998779296875,494.6600036621094,494.6600036621094,2791900
6/8/2021,497,498.82000732421875,489.3699951171875,492.3900146484375,492.3900146484375,2374000
6/9/2021,494.5,496.0899963378906,484.6499938964844,485.80999755859375,485.80999755859375,3055000
6/10/2021,487.1700134277344,490.2099914550781,482.1400146484375,487.2699890136719,487.2699890136719,4382900
6/11/2021,490,491.4100036621094,487.7799987792969,488.7699890136719,488.7699890136719,3124000
6/14/2021,489.67999267578125,503.5,486.9100036621094,499.8900146484375,499.8900146484375,4400200
6/15/2021,501.2300109863281,501.2300109863281,490.3999938964844,491.8999938964844,491.8999938964844,3104100
6/16/2021,495,496.4599914550781,486.2799987792969,492.4100036621094,492.4100036621094,3533200
6/17/2021,490.25,501.79998779296875,490.1499938964844,498.3399963378906,498.3399963378906,3198300
6/18/2021,496.3999938964844,504.4899902,495.2399902,500.7699890136719,500.7699890136719,5197600
6/21/2021,501.6400146484375,502.04998779296875,492.2799987792969,497,497,5277300
6/22/2021,498.5400085449219,513.5499877929688,495.79998779296875,508.82000732421875,508.82000732421875,5809300
6/23/2021,508.4800109863281,516.6300048828125,508.20001220703125,512.7399902,512.7399902,3944800
6/24/2021,517.9600219726562,520.9600219726562,514.4000244140625,518.0599975585938,518.0599975585938,3361200
6/25/2021,528.8400268554688,533.0599975585938,525,527.0700073242188,527.0700073242188,5299100
6/28/2021,528.1199951171875,533.9400024414062,524.5599975585938,533.0300293,533.0300293,2820200
6/29/2021,533.5499877929688,536.1300048828125,528.5700073242188,533.5,533.5,2314600
6/30/2021,534.0599975585938,534.3800048828125,526.8200073242188,528.2100219726562,528.2100219726562,2773400
7/1/2021,525.7199707,537.0399780273438,525.7199707,533.5399780273438,533.5399780273438,2805400
7/2/2021,535.5,538.5399780273438,529.3900146484375,533.9799805,533.9799805,1975500
7/6/2021,533,542.8599853515625,533,541.6400146484375,541.6400146484375,2775100
7/7/2021,544.2399902,544.6400146484375,531.6599731445312,535.9600219726562,535.9600219726562,2722500
7/8/2021,530.9299926757812,535.5,529.0900268554688,530.7600098,530.7600098,3269000
7/9/2021,531,538.2600098,528.5800170898438,535.9799805,535.9799805,2777200
7/12/2021,540.2999877929688,540.6500244140625,532.9199829101562,537.3099975585938,537.3099975585938,1780700
7/13/2021,535.7600098,545.3300170898438,535.7600098,540.6799926757812,540.6799926757812,2751600
7/14/2021,541.0100098,554.0999755859375,541.0100098,547.9500122070312,547.9500122070312,4659500
7/15/2021,553.9699707,557.5399780273438,538.2000122070312,542.9500122070312,542.9500122070312,5713900
7/16/2021,541.8099975585938,544.0599975585938,527.0499877929688,530.3099975585938,530.3099975585938,3442100
7/19/2021,526.0499877929688,534.9099731445312,522.2399902,532.2800293,532.2800293,3885800
7/20/2021,526.0700073242188,536.6400146484375,520.2999877929688,531.0499877929688,531.0499877929688,6930400
7/21/2021,526.1300048828125,530.9899902,505.6099853515625,513.6300048828125,513.6300048828125,11906800
7/22/2021,510.2099914550781,513.6799926757812,507,511.7699890136719,511.7699890136719,4328100
7/23/2021,512.1599731445312,517.4099731445312,504.6600036621094,515.4099731445312,515.4099731445312,3820500
7/26/2021,514.3800048828125,521.1300048828125,509.0100098,516.4899902,516.4899902,2254500
7/27/2021,518.0800170898438,521.9500122070312,512.0499877929688,518.9099731445312,518.9099731445312,2759000
7/28/2021,521.8200073242188,524.4699707,516.9799805,519.2999877929688,519.2999877929688,2390500
7/29/2021,519.9600219726562,520.7800293,513.7899780273438,514.25,514.25,1736000
7/30/2021,512.6900024414062,519.7899780273438,510.9599914550781,517.5700073242188,517.5700073242188,2537100
8/2/2021,519,519.8499755859375,510.5100098,515.1500244140625,515.1500244140625,2096600
8/3/2021,514.3900146484375,515.6300048828125,505.3699951171875,510.82000732421875,510.82000732421875,2579400
8/4/2021,513,517.9799805,510.3699951171875,517.3499755859375,517.3499755859375,2039400
8/5/2021,517.1300048828125,525.4099731445312,514.0200195,524.8900146484375,524.8900146484375,2556700
8/6/2021,524,526.8400268554688,519.3900146484375,520.5499877929688,520.5499877929688,1919800
8/9/2021,521.1500244140625,522.6699829101562,517.9899902,519.9699707,519.9699707,1367800
8/10/2021,520,520.7899780273438,512.9699707,515.8400268554688,515.8400268554688,1960500
8/11/2021,517,519.5700073242188,509.7699890136719,512.4000244140625,512.4000244140625,1673900
8/12/2021,511.8599853515625,513,507.20001220703125,510.7200012207031,510.7200012207031,1685700
8/13/2021,512.6400146484375,521.4400024414062,511.5100098,515.9199829101562,515.9199829101562,2177700
8/16/2021,515.2399902,523.3800048828125,512.2999877929688,517.9199829101562,517.9199829101562,2032800
8/17/2021,515.4699707,520.7899780273438,514.2000122070312,518.9099731445312,518.9099731445312,2309800
8/18/2021,520,526.3800048828125,518.6500244140625,521.8699951171875,521.8699951171875,2582000
8/19/2021,522.7399902,548.3900146484375,521.8699951171875,543.7100219726562,543.7100219726562,7497300
8/20/2021,545.0900268554688,551.3900146484375,539.0999755859375,546.8800048828125,546.8800048828125,3776400
8/23/2021,545.9799805,555.5499877929688,543.7399902,553.3300170898438,553.3300170898438,2602000
8/24/2021,551.4799805,555.3099975585938,549.2700195,553.4099731445312,553.4099731445312,2109500
8/25/2021,550.1599731445312,552.8400268554688,545.4500122070312,547.5800170898438,547.5800170898438,2065600
8/26/2021,546.1599731445312,552.5999755859375,545.9000244140625,550.1199951171875,550.1199951171875,1595500
8/27/2021,551.5999755859375,564.1699829101562,549.25,558.9199829101562,558.9199829101562,3252600
8/30/2021,557.25,567.1599731445312,556.4500122070312,566.1799926757812,566.1799926757812,2434800
8/31/2021,566.1199951171875,569.4799805,561.6099853515625,569.1900024414062,569.1900024414062,2431900
9/1/2021,569,591,569,582.0700073242188,582.0700073242188,5626200
9/2/2021,583.6799926757812,598.7600098,583.6799926757812,588.5499877929688,588.5499877929688,6179900
9/3/2021,585.7999877929688,591.8800048828125,583.1400146484375,590.5300293,590.5300293,2681200
9/7/2021,594.6900024414062,613.8499755859375,593.9899902,606.7100219726562,606.7100219726562,5821400
9/8/2021,603.8400268554688,615.5999755859375,595.7100219726562,606.0499877929688,606.0499877929688,5424500
9/9/2021,606.4699707,609.4400024414062,596.5499877929688,597.5399780273438,597.5399780273438,2954200
9/10/2021,598.1599731445312,609.4500122070312,593.6699829101562,598.7199707,598.7199707,3950800
9/13/2021,598.5700073242188,598.5700073242188,582.7800293,589.2899780273438,589.2899780273438,3062900
9/14/2021,584.8900146484375,587.2800293,575.5599975585938,577.7600098,577.7600098,3457000
9/15/2021,578.1699829101562,584.6199951171875,575.3699951171875,582.8699951171875,582.8699951171875,2755600
9/16/2021,584.2999877929688,587.4799805,577.7199707,586.5,586.5,1832000
9/17/2021,587.8499755859375,590.2800293,580.8499755859375,589.3499755859375,589.3499755859375,4145100
9/20/2021,586.7899780273438,591.5300293,568.0800170898438,575.4299926757812,575.4299926757812,3732200
9/21/2021,578.3099975585938,581.8800048828125,569.3699951171875,573.1400146484375,573.1400146484375,2250900
9/22/2021,579.6900024414062,595.6500244140625,579.6900024414062,590.6500244140625,590.6500244140625,4021800
9/23/2021,590.7899780273438,599.3200073242188,589.1300048828125,593.2600098,593.2600098,2526200
9/24/2021,592.5,592.9799805,583.6400146484375,592.3900146484375,592.3900146484375,2126200
9/27/2021,587.9500122070312,593.5800170898438,576.9299926757812,592.6400146484375,592.6400146484375,2504700
9/28/2021,589,599.5399780273438,580.1599731445312,583.8499755859375,583.8499755859375,4431100
9/29/2021,589.0100098,609.8800048828125,588.0100098,599.0599975585938,599.0599975585938,6221000
9/30/2021,608.0499877929688,619,608.0499877929688,610.3400268554688,610.3400268554688,6612600
10/1/2021,604.2399902,614.9899902,597.5100098,613.1500244140625,613.1500244140625,4090800
10/4/2021,613.3900146484375,626.1300048828125,594.6799926757812,603.3499755859375,603.3499755859375,4995900
10/5/2021,606.9400024414062,640.3900146484375,606.8900146484375,634.8099975585938,634.8099975585938,9534300
10/6/2021,628.1799926757812,639.8699951171875,626.3599853515625,639.0999755859375,639.0999755859375,4580400
10/7/2021,642.2299805,646.8400268554688,630.4500122070312,631.8499755859375,631.8499755859375,3556900
10/8/2021,634.1699829101562,643.7999877929688,630.8599853515625,632.6599731445312,632.6599731445312,3272100
10/11/2021,633.2000122070312,639.4199829101562,626.7800293,627.0399780273438,627.0399780273438,2862500
10/12/2021,633.0200195,637.6599731445312,621.9899902,624.9400024414062,624.9400024414062,3227300
10/13/2021,632.1799926757812,632.1799926757812,622.0999755859375,629.7600098,629.7600098,2420300
10/14/2021,632.2299805,636.8800048828125,626.7899780273438,633.7999877929688,633.7999877929688,2671700
10/15/2021,638,639.4199829101562,625.1599731445312,628.2899780273438,628.2899780273438,4116900
10/18/2021,632.0999755859375,638.4099731445312,620.5900268554688,637.9699707,637.9699707,4669100
10/19/2021,636.9699707,641,632.2999877929688,639,639,7633100
10/20/2021,625.5700073242188,637.4000244140625,617.1500244140625,625.1400146484375,625.1400146484375,10622000
10/21/2021,628.8900146484375,654.0100098,628.6500244140625,653.1599731445312,653.1599731445312,8437100
10/22/2021,651.8099975585938,665.4600219726562,651.8099975585938,664.7800293,664.7800293,6186000
10/25/2021,663.7399902,675.8800048828125,657.0700073242188,671.6599731445312,671.6599731445312,3833500
10/26/2021,673.7600098,676.4899902,662.7700195,668.5200195,668.5200195,2904800
10/27/2021,669,671.4099731445312,661.8499755859375,662.9199829101562,662.9199829101562,2276900
10/28/2021,670.9500122070312,676.7999877929688,668.0300293,674.0499877929688,674.0499877929688,2859400
10/29/2021,673.0599975585938,690.9699707,671.2399902,690.3099975585938,690.3099975585938,3825300
11/1/2021,689.0599975585938,689.9699707,676.5399780273438,681.1699829101562,681.1699829101562,3110900
11/2/2021,683.1099853515625,687.6799926757812,673.8200073242188,677.7199707,677.7199707,3888600
11/3/2021,677.2700195,689.3900146484375,677.2700195,688.2899780273438,688.2899780273438,2334900
11/4/2021,685.8900146484375,685.9400024414062,665.5,668.4000244140625,668.4000244140625,4865000
11/5/2021,663.9699707,665.6400146484375,645.0100098,645.7199707,645.7199707,5283500
11/8/2021,650.2899780273438,656,643.7899780273438,651.4500122070312,651.4500122070312,2887500
11/9/2021,653.7000122070312,660.5,650.5200195,655.9899902,655.9899902,2415600
11/10/2021,653.0100098,660.3300170898438,642.1099853515625,646.9099731445312,646.9099731445312,2405800
11/11/2021,650.2399902,665.8200073242188,649.7100219726562,657.5800170898438,657.5800170898438,2868300
11/12/2021,660.0100098,683.3400268554688,653.8200073242188,682.6099853515625,682.6099853515625,4198400
11/15/2021,681.2399902,685.2600098,671.4899902,679.3300170898438,679.3300170898438,2872200
11/16/2021,678.2700195,688.3599853515625,676.9000244140625,687.4000244140625,687.4000244140625,2077400
11/17/2021,690,700.9899902,686.0900268554688,691.6900024414062,691.6900024414062,2732800
11/18/2021,691.6099853515625,691.7399902,679.7399902,682.0200195,682.0200195,2012900
11/19/2021,692.3499755859375,694.1599731445312,675,678.7999877929688,678.7999877929688,2613700
11/22/2021,676.0200195,679.4799805,656.4699707,659.2000122070312,659.2000122070312,2764400
11/23/2021,658.1799926757812,666.4299926757812,646.0499877929688,654.0599975585938,654.0599975585938,2320200
11/24/2021,658.0100098,661.4400024414062,651.0999755859375,658.2899780273438,658.2899780273438,1867300
